number,key,question,options
,GAP21Q43_g_W82,"Please indicate how much of a problem, if at all, the following would be for the US: China's growing technological power","['Very serious problem', 'Somewhat serious problem', 'Not too serious of a problem', 'Not a problem at all', 'Refused']"
,GAP21Q43_h_W82,"Please indicate how much of a problem, if at all, the following would be for the US: Tensions between Mainland China and Hong Kong","['Very serious problem', 'Somewhat serious problem', 'Not too serious of a problem', 'Not a problem at all', 'Refused']"
,GAP21Q46_W82,Do you think it's good or bad for US colleges and universities to accept international students?,"['Good', 'Bad', 'Refused']"
,GAP21Q47_W82,"When it comes to whether or not to limit Chinese students studying in the US, do you","['Strongly support limiting Chinese students', 'Somewhat support limiting Chinese students', 'Somewhat oppose limiting Chinese students', 'Strongly oppose limiting Chinese students', 'Refused']"
,POL1JB_W92,Do you approve or disapprove of the way Joe Biden is handling his job as president?,"['Approve', 'Disapprove', 'Refused']"
,LIFEFIFTY_W92,"In general, would you say life in America today is better, worse, or about the same as it was 50 years ago for people like you?","['Better', 'Worse', 'About the same', 'Refused']"
,BIGHOUSES_W92,Would you prefer to live in a community where the houses are,"['Larger and farther apart, but schools, stores, and restaurants are several miles away', 'Smaller and closer to each other, but schools, stores, and restaurants are within walking distance', 'Refused']"
,INSTN_CHR_W92,Are churches and religious organizations having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
,INSTN_CLGS_W92,Are colleges and universities having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
,INSTN_LGECRP_W92,Are large corporations having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
,INSTN_MSCENT_W92,Is the entertainment industry having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
,INSTN_LBRUN_W92,Are labor unions having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
,INSTN_K12_W92,Are k-12 public schools having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
,INSTN_BNKS_W92,Are banks and other financial institutions having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
,INSTN_TECHCMP_W92,Are technology companies having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
,DIFFPARTY_W92,"Thinking about the Democratic and Republican parties, would you say there is","['A great deal of difference in what they stand for', 'A fair amount of difference in what they stand for', 'Hardly any difference at all in what they stand for', 'Refused']"
,GOVSIZE1_W92,"If you had to choose, would you rather have","['A smaller government providing fewer services', 'A bigger government providing more services', 'Refused']"
,GOVSIZE2_W92,"When you say you favor a smaller government providing fewer services, do you think it would be better to","['Eliminate most current government services', 'Modestly reduce current government services', 'Refused']"
,GOVSIZE3_W92,"When you say you favor a bigger government providing more services, do you think it would be better to","['Modestly expand on current government services', 'Greatly expand on current government services', 'Refused']"
,USEXCEPT_W92,Which of these statements best describes your opinion about the United States?,"['The U.S. stands above all other countries in the world', 'The U.S. is one of the greatest countries in the world, along with some others', 'There are other countries that are better than the U.S.', 'Refused']"
,WOMENOBS_W92,Please choose the statement that comes closer to your own views.,"['The obstacles that once made it harder for women than men to get ahead are now largely gone', 'There are still significant obstacles that make it harder for women to get ahead than men', 'Refused']"
,ECONFAIR_W92,Please choose the statement that comes closer to your own views.,"['The economic system in this country unfairly favors powerful interests', 'The economic system in this country is generally fair to most Americans', 'Refused']"
,OPENIDEN_W92,Please choose the statement that comes closer to your own views.,"[""America's openness to people from all over the world is essential to who we are as a nation"", 'If America is too open to people from all over the world, we risk losing our identity as a nation', 'Refused']"
,VTRGHTPRIV1_W92,Please choose the statement that comes closer to your own views.,"['Voting is a fundamental right for every adult U.S. citizen and should not be restricted in any way', ""Voting is a privilege that comes with responsibilities and can be limited if adult U.S. citizens don't meet some require"", 'Refused']"
,ALLIES_W92,Please choose the statement that comes closer to your own views.,"['In foreign policy, the U.S. should take into account the interests of its allies even if it means making compromises', 'In foreign policy, the U.S. should follow its own national interests even when its allies strongly disagree', 'Refused']"
,PEACESTR_W92,Please choose the statement that comes closer to your own views.,"['The best way to ensure peace is through military strength', 'Good diplomacy is the best way to ensure peace', 'Refused']"
,GOVWASTE_W92,Please choose the statement that comes closer to your own views.,"['Government is almost always wasteful and inefficient', 'Government often does a better job than people give it credit for', 'Refused']"
,COMPROMISEVAL_W92,Please choose the statement that comes closer to your own views.,"['Compromise in politics is really just selling out on what you believe in', 'Compromise is how things get done in politics, even though it sometimes means sacrificing your beliefs', 'Refused']"
,POORASSIST_W92,"Thinking about assistance the government provides to people in need, do you think the government","['Should provide more assistance', 'Should provide less assistance', 'Is providing about the right amount of assistance', 'Refused']"
,PAR2CHILD_W92,Children with two parents are,"['Better off when a parent stays home to focus on the family', 'Just as well off when their parents work outside the home', 'Refused']"
,PAR2CHILDa_W92,"If one parent is able to stay home to focus on the family, is it generally better if that parent is the","['Mother', 'Father', ""It doesn't matter which parent stays home"", 'Refused']"
,POLICY3MOD_W92,"In general, would you say experts who study a subject for many years are","['Usually better at making good policy decisions about that subject than other people', 'Usually worse at making good policy decisions about that subject than other people', 'neither better nor worse at making good policy decisions about that subject than other people', 'Refused']"
,WHADVANT_W92,"In general, how much do White people benefit from advantages in society that Black people do not have?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
,SUPERPWR_W92,"In the future, do you think","['U.S. policies should try to keep it so America is the only military superpower', 'It would be acceptable if another country became as militarily powerful as the U.S.', 'Refused']"
,IL_IMM_PRI_W92,What should be the priority for dealing with illegal immigration in the U.S.?,"['Better border security and stronger enforcement of our immigration laws', 'Creating a way for immigrants already here illegally to become citizens if they meet certain requirements', 'Both should be given equal priority', 'Refused']"
,BILLION_W92,Do you think the fact that there are some people in this country who have personal fortunes of a billion dollars or more is,"['A good thing for the country', 'A bad thing for the country', 'Neither a good thing or a bad thing', 'Refused']"
,GLBLZE_W92,"All in all, would you say that the U.S. has","['Gained more than it has lost from increased trade', 'Lost more than it has gained from increased trade', 'Refused']"
,FP_AUTH_W92,"In foreign policy, the U.S. should","['Work with any country to achieve U.S. goals, even if that sometimes means working closely with dictators or countries th', 'Not work with dictators or countries that do not share our democratic values, even if that sometimes makes it harder to', 'Refused']"
,GOVTHC_W92,Do you think it is the responsibility of the federal government to make sure all Americans have health care coverage?,"['Yes, it is', 'No, it is not', 'Refused']"
,SNGLPYER_W92,Should health insurance,"['Be provided through a single national health insurance system run by the government', 'Continue to be provided through a mix of private insurance companies and government programs', 'Refused']"
,NOGOVTHC_W92,Should the government,"['Not be involved in providing health insurance at all', 'Continue programs like Medicare and Medicaid for seniors and the very poor', 'Refused']"
,FREECOLL_W92,Would you favor or oppose making tuition at public colleges and universities free for all American students?,"['Strongly favor', 'Somewhat favor', 'Somewhat oppose', 'Strongly oppose', 'Refused']"
,CRIM_SENT2_W92,"Overall, would you say people who are convicted of crimes in this country serve","['Too much time in prison', 'Too little time in prison', 'About the right amount of time in prison', 'Refused']"
,USMILSIZ_W92,"Thinking about the size of America's military, do you think it should be","['Reduced a great deal', 'Reduced somewhat', 'Kept about as is', 'Increased somewhat', 'Increased a great deal', 'Refused']"
,PROG_RRETRO_W92,"How much progress, if any, do you think the country has made over the last 50 years toward ensuring equal rights for all Americans regardless of their racial or ethnic backgrounds?","['A lot', 'A little', 'None at all', 'Refused']"
,PROG_RNEED_W92,"How much more, if anything, needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds?","['A lot', 'A little', 'Nothing at all', 'Refused']"
,PROG_RNEED2b_W92,Which comes closer to your view about what needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds?,"['Most U.S. laws and major institutions need to be completely rebuilt because they are fundamentally biased against some r', 'While there are many inequities in U.S. laws and institutions, necessary changes can be made by working within the curre', 'Refused']"
,ELITEUNDMOD_W92,"In general, do you think people in influential and powerful positions throughout our society understand the challenges people like you face in their daily lives","['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']"
,POLINTOL2_a_W92,"In general, how comfortable do you think Republicans in this country are to freely and openly express their political views?","['Very comfortable', 'Somewhat comfortable', 'Not too comfortable', 'Not at all comfortable', 'Refused']"
,POLINTOL2_b_W92,"In general, how comfortable do you think Democrats in this country are to freely and openly express their political views?","['Very comfortable', 'Somewhat comfortable', 'Not too comfortable', 'Not at all comfortable', 'Refused']"
,CANQUALPOL_W92,"In general, would you say the quality of the candidates running for political office in the last several years has been","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']"
,CANMTCHPOL_W92,I usually feel like,"['There is at least one candidate who shares most of my views', 'None of the candidates represent my views well', 'Refused']"
,SOCIETY_TRANS_W92,Do you think greater social acceptance of people who are transgender (people who identify as a gender that is different from the sex they were assigned at birth) is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
,SOCIETY_RHIST_W92,Do you think increased public attention to the history of slavery and racism in America is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
,SOCIETY_JBCLL_W92,Do you think good-paying jobs requiring a college degree more often than they used to is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
,SOCIETY_RELG_W92,Do you think a decline in the share of Americans belonging to an organized religion is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
,SOCIETY_WHT_W92,Do you think white people declining as a share of the U.S. population is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
,SOCIETY_GUNS_W92,Do you think an increase in the number of guns in the U.S. is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
,SOCIETY_SSM_W92,Do you think same-sex marriages being legal in the U.S. is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
,PROBOFF_a_W92,"How much of a problem, if any, would you say people being too easily offended by things others say is in the country today?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
,PROBOFF_b_W92,"How much of a problem, if any, would you say people saying things that are very offensive to others are in the country today?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
,BUSPROFIT_W92,Please choose the statement that comes closer to your own views.,"['Business corporations make too much profit', 'Most corporations make a fair and reasonable amount of profit', 'Refused']"
,CNTRYFAIR_W92,Please choose the statement that comes closer to your own views.,"['Other countries generally treat the United States about as fairly as we treat them', 'Other countries often take unfair advantage of the United States', 'Refused']"
,GOVPROTCT_W92,Please choose the statement that comes closer to your own views.,"[""It's not the government's job to protect people from themselves"", 'Sometimes laws to protect people from themselves are necessary', 'Refused']"
,MARRFAM_W92,Please choose the statement that comes closer to your own views.,"['Society is better off if people make marriage and having children a priority', 'Society is just as well off if people have priorities other than marriage and children', 'Refused']"
,GOVAID_W92,Please choose the statement that comes closer to your own views.,"['Government aid to the poor does more harm than good, by making people too dependent on government assistance', ""Government aid to the poor does more good than harm, because people can't get out of poverty until their basic needs are"", 'Refused']"
,RELIG_GOV_W92,Please choose the statement that comes closer to your own views.,"['Religion should be kept separate from government policies', 'Government policies should support religious values and beliefs', 'Refused']"
,GOODEVIL_W92,Please choose the statement that comes closer to your own views.,"['Most things in society can be pretty clearly divided into good and evil', 'Most things in society are too complicated to be clearly divided between good and evil', 'Refused']"
,PPLRESP_W92,Please choose the statement that comes closer to your own views.,"[""People like me just don't get the respect we deserve in this country"", 'People like me generally get the respect we deserve in this country', 'Refused']"
,RACESURV52MOD_W92,"How much, if at all, would it bother you to regularly hear people speak a language other than English in public places in your community?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']"
,ELECT_IMPT3_PRVFR_W92,"Thinking about elections in the country, how important, if at all, is people who are not legally qualified to vote are prevented from casting a ballot?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
,ELECT_IMPT3_PRVSUP_W92,"Thinking about elections in the country, how important, if at all, is people who are legally qualified and want to vote are able to cast a ballot?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
,ELECT_CONF3_PRVFR_W92,"Still thinking about elections in the country, how confident, if at all, are you that people who are not legally qualified to vote are prevented from casting a ballot","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']"
,ELECT_CONF3_PRVSUP_W92,"Still thinking about elections in the country, how confident, if at all, are you that people who are legally qualified and want to vote are able to cast a ballot","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']"
,CANDEXP_W92,"How important is it, if at all, that candidates running for high levels of political office have prior government experience?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
,LEGALIMMIGAMT_W92,Do you think the number of legal immigrants the U.S. admits should,"['Increase a lot', 'Increase a little', 'Stay about the same', 'Decrease a little', 'Decrease a lot', 'Refused']"
,UNIMMIGCOMM_W92,"When it comes to people who have immigrated to the U.S illegally, do you think they generally make the communities they live in","['A lot better', 'A little better', 'A little worse', 'A lot worse', 'Refused']"
,GODMORALIMP_W92,"Regardless of your own religious beliefs, how important, if at all, do you think it is for a person to believe in God in order to be considered good and moral?","['Essential', 'Important, but not essential', 'Not too important', 'Not at all important', 'Refused']"
,REPRSNTREP_W92,How well does the Republican party represent the interests of people like you?,"['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']"
,REPRSNTDEM_W92,How well does the Democratic party represent the interests of people like you?,"['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']"
,VTRS_VALS_W92,They may feel differently than I do about politics,"['But they probably share many of my other values and goals', ""And they probably don't share many of my other values and goals, either"", 'Refused']"
,WORRYB_W26,"How much, if at all, do you worry about the following happening to you? Being the victim of a terrorist attack","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']"
,WORRYD_W26,"How much, if at all, do you worry about the following happening to you? Not being able to pay your bills","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']"
,WORRYE_W26,"How much, if at all, do you worry about the following happening to you? Being the victim of a violent crime","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']"
,WORRYF_W26,"How much, if at all, do you worry about the following happening to you? Being the victim of a mass shooting","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']"
,GUNTYPEOWNC_W26,Do you currently or have you ever owned a shotgun?,"['Yes, I currently own', 'Yes, I have owned in the past but do not currently own', 'No, I have never owned', 'Refused']"
,REASONGUNA_W26,"Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. For protection","['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
,REASONGUNB_W26,"Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. For hunting","['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
,REASONGUNC_W26,"Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. For sport shooting, including target shooting and trap and skeet","['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
,REASONGUND_W26,"Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. As part of a gun collection","['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
,REASONGUNE_W26,"Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. For my job","['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
,IMPREASONGUN_W26,Which of the following is the most important reason why you own a gun?,"['For protection', 'For hunting', 'For sport shooting, including target shooting and trap and skeet', 'As part of a gun collection', 'For my job', 'Refused']"
,GUNIDENTITY_W26,"How important, if at all, is being a gun owner to your overall identity?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
,GUNFRIEND_W26,"As far as you know, how many of your friends, if any, own guns?","['All or most', 'Some', 'Only a few', 'None', 'Refused']"
,SHOOTFREQ_W26,"How often, if ever, do you go shooting or to a gun range?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']"
,GUNSAFE_W26,Does having a gun in your household make you feel,"['Safer than you would feel without a gun in your household', 'Less safe than you would feel without a gun in your household', 'No more or less safe', 'Refused']"
,GUNACCESS_W26,"Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you","['All of the time', 'Most of the time', 'Only some of the time', 'Never', 'Refused']"
,GUNLOCKED1_W26,"In general, as far as you know, how many of the guns in your home would you say are kept in a locked place?","['All are kept in a locked place', 'Some are kept in a locked place and some are not', 'None are kept in a locked place', 'Refused']"
,GUNLOADED1_W26,"In general, as far as you know, how many of the guns in your home would you say are kept loaded?","['All are kept loaded', 'Some are kept loaded and some are not', 'None are kept loaded', 'Refused']"
,GUNLOCKED2_W26,"In general, is the gun in your home kept in a locked place, or not?","['Yes, kept in a locked place', 'No, not kept in a locked place', 'Refused']"
,GUNLOADED2_W26,"In general, is the gun in your home kept loaded, or not?","['Yes, kept loaded', 'No, not kept loaded', 'Refused']"
,GUNCONTRIBA_W26,"How much, if at all, do you think the ease with which people can legally obtain guns contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
,GUNCONTRIBC_W26,"How much, if at all, do you think the amount of gun violence in movies and television contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
,GUNCONTRIBE_W26,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
,GUNCONTRIBF_W26,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
,GROWUPVIOL_W26,How much of a problem was gun violence in the community where you spent the majority of time when you were growing up?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']"
,GROWUPGUN2A_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For protection,"['Yes, was a reason', 'No, was not a reason', 'Refused']"
,GROWUPGUN2B_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For hunting,"['Yes, was a reason', 'No, was not a reason', 'Refused']"
,GROWUPGUN2C_W26,"Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For sport shooting, including target shooting and trap and skeet","['Yes, was a reason', 'No, was not a reason', 'Refused']"
,GROWUPGUN4_W26,"Thinking about the people in the community where you spent the majority of time when you were growing up, as far as you know, how many people owned guns?","['All or most', 'Some', 'Only a few', 'None', 'Refused']"
,GROWUPGUN6_W26,"How often, if ever, did you go shooting or to a gun range when you were growing up?","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
,GROWUPGUN7_W26,"How often, if ever, did you use air guns, such as paintball, BB or pellet guns when you were growing up?","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
,GUNRESPNOKIDSA_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
,GUNRESPNOKIDSB_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
,GUNRESPNOKIDSC_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
,GUNRESPNOKIDSD_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
,GUNRESPNOKIDSE_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
,GUNRESPNOKIDSF_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
,GUNRESPKIDSD_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
,GUNRESPKIDSE_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
,GUNSAFETYKIDS_W26,"For this question, please think about your child or children who are under 18. Have you ever talked with your child or children about gun safety?","['Yes', 'No', 'I do not have children under 18', 'Refused']"
,CARRYGUN_W26,"How often, if ever, do you carry a handgun or pistol outside your home, not including times when you are transporting it?","['All of the time', 'Most of the time', 'Only some of the time', 'Never', 'Refused']"
,NOCARRYGUN_W26,And would you say you never carry a handgun or pistol because you don't want to or for some other reason?,"[""Don't want to carry"", 'Some other reason', 'Refused']"
,GUNACTIVITYA_W26,"How often, if ever, do you visit websites about guns, hunting or other shooting sports","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
,GUNACTIVITYB_W26,"How often, if ever, do you watch TV programs about guns or watch gun-oriented videos","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
,MASC2_W29,"Now thinking about how you see yourself, would you describe yourself as","['Very manly or masculine', 'Somewhat manly or masculine', 'Not too manly or masculine', 'Not at all manly or masculine', 'Refused']"
,FEM2_W29,"Now thinking about how you see yourself, would you describe yourself as","['Very womanly or feminine', 'Somewhat womanly or feminine', 'Not too womanly or feminine', 'Not at all womanly or feminine', 'Refused']"
,SEENMASC_W29,"On a different topic how important is it to you, personally, to be seen by others as manly or masculine?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
,SEENFEM_W29,"On a different topic how important is it to you, personally, to be seen by others as womanly or feminine?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
,MAN1A_W29,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['A lot', 'Some', 'Not too much', 'None at all', 'Refused']"
,MAN1B_W29,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?","['A lot', 'Some', 'Not too much', 'None at all', 'Refused']"
,MAN1C_W29,"In general, how much pressure, if any, do you think men face in our country these days to join in when other men are talking about women in a sexual way?","['A lot', 'Some', 'Not too much', 'None at all', 'Refused']"
,MAN1D_W29,"In general, how much pressure, if any, do you think men face in our country these days to be willing to throw a punch if provoked?","['A lot', 'Some', 'Not too much', 'None at all', 'Refused']"
,MAN1E_W29,"In general, how much pressure, if any, do you think men face in our country these days to be emotionally strong?","['A lot', 'Some', 'Not too much', 'None at all', 'Refused']"
,BOYSF1B_W29,"When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to talk about their feelings when they are sad or upset these days, or is it about right?","['Too much emphasis', 'Too little emphasis', 'About right', 'Refused']"
,GIRLSF2C_W29,"When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to stand up for themselves these days, or is it about right?","['Too much emphasis', 'Too little emphasis', 'About right', 'Refused']"
,GIRLSF2D_W29,"When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to do well in school these days, or is it about right?","['Too much emphasis', 'Too little emphasis', 'About right', 'Refused']"
,HOOD_NHISB_W29,How much do you agree or disagree with the following statements about your neighborhood? People in this neighborhood can be trusted,"['Definitely agree', 'Somewhat agree', 'Somewhat disagree', 'Definitely disagree', 'Refused']"
,LOCALELECT_W29,"The next question is about local elections, such as for mayor or a school board. Do you","['Always vote in local elections', 'Sometimes vote in local elections', 'Rarely vote in local elections', 'Never vote in local elections', 'Refused']"
,S12_W29,"In the last 12 months, how often did you eat dinner with any of the other members of your household?","['Basically every day', 'A few times a week', 'A few times a month', 'Once a month', 'Less than once a month', 'Not at all', 'Refused']"
,S13_W29,"This next question is about friends and family you do not live with. During the last twelve months, how often did you see or hear from friends or family, whether in-person or not?","['Basically every day', 'A few times a week', 'A few times a month', 'Once a month', 'Less than once a month', 'Not at all', 'Refused']"
,TALK_CPS_W29,"In the last 12 months, how often did you talk with any of your neighbors?","['Basically every day', 'A few times a week', 'A few times a month', 'Once a month', 'Less than once a month', 'Not at all', 'Refused']"
,FAVORS_CPS_W29,"In the last 12 months, how often did you and your neighbors do favors for each other?","['Basically every day', 'A few times a week', 'A few times a month', 'Once a month', 'Less than once a month', 'Not at all', 'Refused']"
,WORRYBILL_W29,How worried are you right now about not having enough to pay your normal monthly bills?,"['Very worried', 'Moderately worried', 'Not too worried', 'Not worried at all', 'Refused']"
,GOPDIRCT_W29,"Thinking about the future of the Republican Party, would you say that you are","['Very optimistic', 'Somewhat optimistic', 'Somewhat pessimistic', 'Very pessimistic', 'Refused']"
,SATLIFED_W32,Please tell us whether you are satisfied or dissatisfied with your current job or career.,"['Very satisfied', 'Somewhat satisfied', 'Somewhat dissatisfied', 'Very dissatisfied', 'Refused']"
,SOCTRUST2_W32,"Generally speaking, would you say that","['Most people can be trusted', 'Most people cannot be trusted', 'Refused']"
,COMMYRS_W32,About how many years have you lived in your local community?,"['Less than 1 year', '1-5 years', '6-10 years', '11-20 years', 'More than 20 years', 'Refused']"
,COMMIMPA_W32,"How important is it to you, personally, to live in a community with access to art, music and theater","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
,COMMIMPB_W32,"How important is it to you, personally, to live in a community that is a good place to raise children","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
,COMMIMPC_W32,"How important is it to you, personally, to live in a community that is racially and ethnically diverse","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
,COMMIMPF_W32,"How important is it to you, personally, to live in a community where you have family nearby","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
,COMMIMPG_W32,"How important is it to you, personally, to live in a community with a strong sense of community","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
,COMMIMPH_W32,"How important is it to you, personally, to live in a community where most people share your religious views","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
,HARASS2F1_W32,"In the long run, do you think the increased focus on sexual harassment and assault will lead to","['More opportunities for women in the workplace', 'Fewer opportunities for women in the workplace', ""Won't make much of a difference"", 'Refused']"
,VALUERURAL_W32,"In general, do you think most people who live in rural areas have values that are","['Very similar to your values', 'Somewhat similar to your values', 'Somewhat different from your values', 'Very different from your values', 'Refused']"
,NEIGHINTERA_W32,"In general, how often, if ever, would you say you have face-to-face conversations with any of your neighbors","['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']"
,NEIGHINTERB_W32,"In general, how often, if ever, would you say you talk on the phone with any of your neighbors","['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']"
,NEIGHKIDS_W32,Do you have any neighbors you would feel comfortable asking to watch your children for half an hour in a pinch?,"['Yes', 'No', 'Does not apply', 'Refused']"
,NEIGHSAMEA_W32,"As far as you know, how many of your neighbors are the same race or ethnicity as you","['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']"
,IMMIMPACT_W32,"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']"
,WILLMOVE_W32,"Regardless of whether you would want to move, how likely is it that you will move to a different community at some point in the future?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']"
,MOVEURBAN_W32,"If you could move to a different community, would you want to","['Stay in an urban area', 'Move to a suburban area', 'Move to a rural area', 'Refused']"
,MOVESUBURB_W32,"If you could move to a different community, would you want to","['Stay in a suburban area', 'Move to an urban area', 'Move to a rural area', 'Refused']"
